,name,Unmodified,Unmodified+Adenine,Modified (Primitive purine biosynthesis)
C04047,3-Hydroxy-2-methylpropanoyl-CoA,,38,50
C01086,(3R)-3-Hydroxyacyl-CoA,,38,50
C00774,Phloretin,,38,50
C20968,3-Hydroxy-3-(methylthio)propanoyl-CoA,,38,50
C16597,(-)-threo-Iso(homo)2-citrate,,38,50
C11953,"6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2b'' aglycone",,38,50
C18026,(2S)-Ethylmalonyl-CoA,,38,50
C20154,"3-Methoxy-4',5-dihydroxy-trans-stilbene",,38,50
C22258,"(2E,4Z)-2,4-Dienoyl-CoA",,38,50
C18033,"dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose",,38,50
C21453,2-Aminobenzoylacetate,,38,50
C09756,Homoeriodictyol,,38,50
C00511,Acrylic acid,,38,50
C03652,"(2R,3S)-2,3-Dimethylmalate",,38,50
C06356,"2,4,6-Trihydroxybenzophenone",,38,50
C18070,"N1,N5,N10-Tricaffeoyl spermidine",,38,50
C10447,"3,4-Dihydroxyphenylpropanoate",,38,50
C06322,"Cyclohexa-1,5-diene-1-carbonyl-CoA",,38,50
C15685,Protomycinolide IV,,38,50
C05619,5-Hydroxyferulic acid methyl ester,,38,50
C22185,"N-(2,3-Dihydroxybenzoyl)-L-serine trimer",,38,50
C01586,Hippurate,,38,50
C22188,"Monoglucosyl-(2,3-dihydroxybenzoylserine)3",,39,51
C01744,Phloretate,,39,51
C22038,"(R)-3-(3,4-Dihydroxyphenyl)lactate",,39,51
C20645,Methyl benzoate,,39,51
C21395,"dTDP-4-(methylamino)-2,3,4,6-tetradeoxy-D-glucose",,39,51
C05269,3-Oxohexanoyl-CoA,,39,51
C01412,Butanal,,39,51
C02253,Benzoylagmatine,,39,51
C16588,2-Oxopimelate,,39,51
C16267,Cyclopropanecarboxylate,,39,51
C00423,trans-Cinnamate,,39,51
C20955,3-(Methylthio)acryloyl-CoA,,39,51
C01989,3-Ethylmalate,,39,51
C01983,(R)-Mandelate,,39,51
C11497,2-Oxopropyl-CoM,,39,51
C01604,Phlorizin,,39,51
C00207,Acetone,,39,51
C20418,"N,N'-Diacetyllegionaminate",,39,51
C05067,(3E)-3-Enoyl-CoA,,39,51
C20238,(2R)-Ethylmalonyl-CoA,,39,51
C17211,2-Oxo-5-methylthiopentanoic acid,,39,51
C06144,3-Butynoate,,39,51
C15684,Mycinamicin VIII,,39,51
C16273,3-Hydroxy-5-oxohexanoyl-CoA,,39,51
C21355,"dTDP-4-methylamino-2,4-dideoxy-beta-L-xylose",,39,51
C15524,Phenylglyoxylyl-CoA,,39,51
C09614,Butin,,39,51
C20224,Coniferyl ester,,39,51
C03656,(S)-5-Amino-3-oxohexanoic acid,,39,51
C01089,(R)-3-Hydroxybutanoate,,39,51
C10454,Methyleugenol,,39,51
C09815,Benzamide,,39,51
C17265,Aliphatic oxo acid,,39,51
C12000,Tylactone,,39,51
C12321,dTDP-L-epivancosamine,,39,51
C21657,cis-3-Alkyl-4-alkyloxetan-2-one,,39,51
C04022,"S,S-Dimethyl-beta-propiothetin",,39,51
C00482,Sinapate,,39,51
C11354,"2-Hydroxy-cis-hex-2,4-dienoate",,39,51
C05907,Luteoforol,,39,51
C09821,6-Oxocyclohex-1-ene-1-carbonyl-CoA,,39,51
C20327,2-Oxo-4-phenylbutyric acid,,39,51
C06749,6-Hydroxycyclohex-1-ene-1-carbonyl-CoA,,39,51
C22246,"UDP-2,3-dideoxy-2-acetamido-3-acetamidino-alpha-D-mannuronic acid",,39,51
C02527,Butanoylphosphate,,39,51
C12205,5-Hydroxyconiferyl alcohol,,39,51
C09809,"Cyclohex-2,5-diene-1-carboxyl-CoA",,39,51
C00246,Butanoic acid,,39,51
C00261,Benzaldehyde,,39,51
C09810,"Cyclohex-1,4-diene-1-carboxyl-CoA",,39,51
C02222,2-Maleylacetate,,39,51
C05610,Sinapoyl aldehyde,,39,51
C10208,Daidzein,,39,51
C03231,3-Methylglutaconyl-CoA,,39,51
C20082,Pseudaminic acid,,39,51
C14144,5-Carboxy-2-pentenoyl-CoA,,39,51
C04236,(2S)-2-Isopropyl-3-oxosuccinate,,39,51
C10478,Methylisoeugenol,,39,51
C22254,"2,4-Diacetamido-2,4,6-trideoxy-beta-L-gulose",,39,51
C06723,6-Carboxyhex-2-enoyl-CoA,,39,51
C09819,(Hydroxymethylphenyl)succinyl-CoA,,39,51
C09825,2-Hydroxy-6-oxocyclohexane-1-carbonyl-CoA,,39,51
C01984,(S)-Mandelate,,39,51
C09814,Benzonitrile,,39,51
C17749,Curcumin monoglucoside,,39,51
C01998,Acrylonitrile,,39,51
C11916,dTDP-L-mycarose,,39,51
C06183,L-(+)-Anaferine,,39,51
C00233,4-Methyl-2-oxopentanoate,,39,51
C00922,"2,3-Dimethylmaleate",,39,51
C03586,"2-Oxo-2,3-dihydrofuran-5-acetate",,39,51
C07114,3-Oxo-3-phenylpropanoate,,39,51
C05855,4-Hydroxycinnamyl alcohol 4-D-glucoside,,39,51
C01659,Acrylamide,,39,51
C21170,"N1,N8-Bis(sinapoyl)spermidine",,39,51
C03761,3-Hydroxy-3-methylglutarate,,39,51
C06761,(4E)-2-Oxohexenoic acid,,39,51
C20465,Coumaryl acetate,,39,51
C18034,dTDP-D-forosamine,,39,51
C01173,"1,3,8-Naphthalenertriol",,39,51
C22181,Diglucosyl-enterobactin,,39,51
C06337,Terephthalate,,39,51
C01024,Hydroxymethylbilane,,39,51
C03526,O-Sinapoylglucarolactone,,39,51
C00418,(R)-Mevalonate,,39,51
C16272,3-Hydroxy-5-oxohexanoate,,39,51
C03197,(S)-3-Hydroxybutanoate,,39,51
C00355,"3,4-Dihydroxy-L-phenylalanine",,39,51
C02866,O-Sinapoylglucarate,,39,51
C05757,(R)-3-Hydroxydodecanoyl-[acp],,39,51
C20240,"(2Z,4Z)-2-Hydroxyhexa-2,4-dienoate",,39,51
C01107,(R)-5-Phosphomevalonate,,40,52
C07479,2-Oxo-5-methyl-cis-muconate,,40,52
C02939,3-Methylbutanoyl-CoA,,40,52
C20847,(R)-Mevalonate 3-phosphate,,40,52
C01624,Vermelone,,40,52
C12125,Isoformononetin,,40,52
C01372,Alkene,,40,52
C03290,L-threo-3-Phenylserine,,40,52
C11498,(S)-2-Hydroxypropyl-CoM,,40,52
C19682,"3,4-Didehydroadipyl-CoA",,40,52
C08276,3-(Methylthio)propanoate,,40,52
C20464,Isochavicol,,40,52
C00858,Formononetin,,40,52
C05268,(S)-Hydroxyhexanoyl-CoA,,40,52
C01845,Propan-2-ol,,40,52
C06142,1-Butanol,,40,52
C01051,Uroporphyrinogen III,,40,52
C02919,4-O-beta-D-Glucosyl-sinapate,,40,52
C03758,Dopamine,,40,52
C21450,4-(2-Hydroxyethoxycarbonyl)benzoate,,40,52
C09818,E-Phenylitaconyl-CoA,,40,52
C02659,Acetone cyanohydrin,,40,52
C04164,trans-Cinnamoyl beta-D-glucoside,,40,52
C04431,cis-4-Carboxymethylenebut-2-en-4-olide,,40,52
C07113,Acetophenone,,40,52
C07301,(R)-Mandelamide,,40,52
C22187,"Diglucosyl-(2,3-dihydroxybenzoylserine)3",,40,52
C00561,Mandelonitrile,,40,52
C20870,3-(Methylthio)propanoyl-CoA,,40,52
C04105,"2,5-Dihydro-5-oxofuran-2-acetate",,40,52
C14143,Adipyl-CoA,,40,52
C16930,Chavicol,,40,52
C06145,3-Butyn-1-al,,40,52
C02325,Sinapyl alcohol,,40,52
C11496,(R)-2-Hydroxypropyl-CoM,,40,52
C17750,Curcumin diglucoside,,40,52
C00123,L-Leucine,,40,52
C19945,"3-Oxo-5,6-dehydrosuberyl-CoA",,40,52
C02295,Methylitaconate,,40,52
C12838,trans-4-Carboxymethylenebut-2-en-4-olide,,40,52
C14610,"(S)-5-Oxo-2,5-dihydrofuran-2-acetate",,40,52
C00540,Cinnamoyl-CoA,,40,52
C00772,Mevaldate,,40,52
C15567,"2,7,4'-Trihydroxyisoflavanone",,40,52
C00556,Benzyl alcohol,,40,52
C10216,Daidzin,,40,52
C01408,Benzoin,,40,52
C01186,"(3S,5S)-3,5-Diaminohexanoate",,40,52
C16598,(R)-(Homo)3-citrate,,40,52
C05766,Uroporphyrinogen I,,40,52
C22255,"5,7-Diacetamido-3,5,7,9-tetradeoxy-L-glycero-D-galacto-non-2-ulosonic acid",,40,52
C12001,5-O-beta-D-Mycaminosyltylactone,,40,52
C01175,1-O-Sinapoyl-beta-D-glucose,,40,52
C06603,"cis,cis-4-Hydroxymuconic semialdehyde",,40,52
C15974,3-Methyl-1-hydroxybutyl-ThPP,,40,52
C00933,Sinapine,,40,52
C22182,Triglucosyl-enterobactin,,40,52
C04045,"3-(3,4-Dihydroxyphenyl)pyruvate",,40,52
C01063,6-Carboxyhexanoyl-CoA,,40,52
C03676,"3-Hydroxy-cis,cis-muconate",,40,52
C17214,2-(3'-Methylthio)propylmalic acid,,40,52
C12621,trans-3-Hydroxycinnamate,,40,52
C05756,3-Oxododecanoyl-[acp],,40,52
C01850,Rosmarinate,,40,52
C02656,Pimelate,,41,53
C04275,"1,2-Bis-O-sinapoyl-beta-D-glucose",,41,53
C02887,Sinapoyl malate,,41,53
C11507,"(S)-1,2-Epoxypropane",,41,53
C16191,Malonyldaidzin,,41,53
C02463,Precorrin 2,,41,53
C10452,Estragole,,41,53
C20848,"(R)-Mevalonate 3,5-bisphosphate",,41,53
C15513,Benzyl acetate,,41,53
C01092,8-Amino-7-oxononanoate,,41,53
C20673,N-Isovaleryl-L-homoserine lactone,,41,53
C06359,Ethyl cinnamate,,41,53
C05587,3-Methoxytyramine,,41,53
C00017,Protein,,41,53
C22186,"Triglucosyl-(2,3-dihydroxybenzoylserine)3",,41,53
C02710,N-Acetyl-L-leucine,,41,53
C05767,Uroporphyrin I,,41,53
C10509,Ononin,,41,53
C02480,"cis,cis-Muconate",,41,53
C00903,Cinnamaldehyde,,41,53
C20345,Isopentenyl phosphate,,41,53
C06104,Adipate,,41,53
C01533,Syringin,,41,53
C06160,(S)-Norcoclaurine,,41,53
C07478,"2-Hydroxy-5-methyl-cis,cis-muconate",,41,53
C12231,Anhalamine,,41,53
C16404,Pinocembrin chalcone,,41,53
C10428,Anethole,,41,53
C09813,2-Ketocyclohexane-1-carboxyl-CoA,,41,53
C02469,Uroporphyrin III,,41,53
C20582,cis-(Homo)3-aconitate,,41,53
C01745,Pinosylvin,,41,53
C11348,(S)-1-Phenylethanol,,41,53
C06146,3-Butyn-1-ol,,41,53
C00844,Prunasin,,41,53
C19683,"3,4-Didehydroadipyl-CoA semialdehyde",,41,53
C12537,Benzyl benzoate,,41,53
C03263,Coproporphyrinogen III,,41,53
C19946,"3-Oxo-5,6-dehydrosuberyl-CoA semialdehyde",,41,53
C16190,"2,7-Dihydroxy-4'-methoxyisoflavanone",,41,53
C06357,Alkyl cinnamate,,41,53
C05768,Coproporphyrinogen I,,41,53
C01143,(R)-5-Diphosphomevalonate,,41,53
C01594,Linamarin,,41,53
C22256,"CMP-5,7-diacetamido-3,5,7,9-tetradeoxy-L-glycero-D-galacto-non-2-ulosonic acid",,41,53
C06358,Methyl cinnamate,,41,53
C07350,Phlorisovalerophenone,,41,53
C16600,(-)-threo-Iso(homo)3-citrate,,41,53
C05271,trans-Hex-2-enoyl-CoA,,41,53
C17215,3-(3'-Methylthio)propylmalic acid,,41,53
C03069,3-Methylcrotonyl-CoA,,41,53
C11506,"(2R)-1,2-Epoxypropane",,41,53
C15527,Precorrin 1,,41,53
C20964,Dapdiamide C,,41,53
C06360,Propyl cinnamate,,41,53
C02582,Protein disulfide,,42,54
C04425,S-Adenosyl-4-methylthio-2-oxobutanoate,,42,54
C05998,3-Hydroxyisovaleryl-CoA,,42,54
C16589,2-Oxosuberate,,42,54
C22157,Glycine cleavage system H,,42,54
C06102,Adipate semialdehyde,,42,54
C19684,"2,3-Epoxy-2,3-dihydrobenzoyl-CoA",,42,54
C02315,Protein dithiol,,42,54
C02869,Oxidized flavodoxin,,42,54
C06161,(S)-Coclaurine,,42,54
C02394,Cinnamyl alcohol,,42,54
C05769,Coproporphyrin I,,42,54
C05358,Reduced azurin,,42,54
C19975,2-Oxepin-2(3H)-ylideneacetyl-CoA,,42,54
C16471,5-Methyl-3-oxo-4-hexenoyl-CoA,,42,54
C03688,Apo-[acyl-carrier-protein],,42,54
Z00061,Topaquinone,,42,54
C00342,Thioredoxin,,42,54
C09812,2-Hydroxycyclohexane-1-carboxyl-CoA,,42,54
C17216,2-Oxo-6-methylthiohexanoic acid,,42,54
C02745,Reduced flavodoxin,,42,54
C08325,Amygdalin,,42,54
C06760,"2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde",,42,54
C01079,Protoporphyrinogen IX,,42,54
C16222,Formononetin 7-O-glucoside-6''-O-malonate,,42,54
C01140,alpha-D-Glucosyl-protein,,42,54
C05357,Oxidized azurin,,42,54
C05772,Precorrin 3A,,42,54
C01037,"7,8-Diaminononanoate",,42,54
C15814,Thiocarboxy-[sulfur-carrier protein],,42,54
C00562,Phosphoprotein,,42,54
Z00052,Glycyl radical,,42,54
Z00019,Flavoprotein,,42,54
C04570,Reduced electron-transferring flavoprotein,,42,54
C00343,Thioredoxin disulfide,,42,54
C00229,Acyl-carrier protein,,42,54
Z00018,Flavodoxin,,42,54
C05778,Sirohydrochlorin,,42,54
C00129,Isopentenyl diphosphate,,42,54
C04253,Electron-transferring flavoprotein,,42,54
C15810,Sulfur-carrier protein,,42,54
C22158,Lipoyl-carrier protein E2,,42,54
C05270,Hexanoyl-CoA,,42,54
C09827,Pinocembrin,,42,54
C21129,(S)-2-Methylbutanoyl-[acp],,43,55
Z00027,Lipoic acid,,43,55
C06517,(S)-6-O-Methylnorlaudanosoline,,43,55
C06105,"Cyclohexane-1,2-dione",,43,55
C20062,"2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA",,43,55
C18902,Methylselenic acid,,43,55
C21343,Orsellinate-[acp],,43,55
C02378,6-Aminohexanoate,,43,55
C15813,Adenylyl-[sulfur-carrier protein],,43,55
C19845,Pimeloyl-[acyl-carrier protein],,43,55
C09811,Cyclohex-1-ene-1-carboxyl-CoA,,43,55
C00906,"5,6-Dihydrothymine",,43,55
C09817,Benzylsuccinyl-CoA,,43,55
C06051,Isopyridoxal,,43,55
C21505,4-Hydroxybenzoyl-[acp],,43,55
C05267,3-Oxooctanoyl-CoA,,43,55
C17746,1-Dehydro-[6]-gingerdione,,43,55
C21108,Dihydromonacolin L-[acyl-carrier protein],,43,55
C05924,Molybdopterin,,43,55
C20413,"3,5,7-Trioxododecanoyl-CoA",,43,55
C21510,Nickel-sirohydrochlorin,,43,55
C16590,7-Oxoheptanoic acid,,43,55
C11811,1-Hydroxy-2-methyl-2-butenyl 4-diphosphate,,43,55
C21357,"3-Hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-[acp]",,43,55
C02191,Protoporphyrin,,43,55
C12354,"3,5,7,9,11,13,15,17,19-Nonaoxo-eicosanoyl-[acp]",,43,55
C20729,[Sulfur-carrier protein]-Gly-NH-CH2-C(O)-S-L-cysteine,,43,55
C05629,Phenylpropanoate,,43,55
C18094,UDP-L-arabinofuranose,,43,55
C16469,3-Hydroxy-5-methylhex-4-enoyl-CoA,,43,55
C00173,Acyl-[acyl-carrier protein],,43,55
C03289,L-xylo-Hexulonolactone,,43,55
C05755,Decanoyl-[acp],,43,55
Z00003,ACP,,43,55
C15999,L-Methionine (S)-S-oxide,,43,55
C00235,Dimethylallyl diphosphate,,43,55
C22236,3-(1H-Indol-3-yl)propanoate,,43,55
C06103,6-Hydroxyhexanoic acid,,43,55
C05176,(S)-N-Methylcoclaurine,,43,55
C12350,"3,5,7,9,11,13,15-Heptaoxo-octadecanoyl-[acp]",,43,55
C21437,[Sulfur-carrier protein]-Gly-Gly-L-Cys,,43,55
C03733,UDP-alpha-D-galactofuranose,,43,55
C08313,Skatole,,43,55
C01909,Dethiobiotin,,43,55
C17744,"1-(4-Hydroxyphenyl)-1-decene-3,5-dione",,43,55
C03939,Acetyl-[acyl-carrier protein],,43,55
C17218,2-(4'-Methylthio)butylmalic acid,,43,55
C12441,"18-Carbamoyl-3,5,7,9,11,13,15,17-octaoxooctadecanoyl-[acp]",,43,55
C02989,L-Methionine S-oxide,,43,55
C11538,Cobalt-sirohydrochlorin,,43,55
C00748,Siroheme,,43,55
C01455,Toluene,,43,55
C00969,3-Hydroxypropanal,,43,55
C01020,6-Hydroxynicotinate,,43,55
C18006,gamma-L-Glutamyl-[acp],,43,55
C12299,Cinnamyl acetate,,43,55
C12356,"3,5,7,9,11,13,15,17,19-Nonaoxo-docosanoyl-[acp]",,43,55
C12355,"3,5,7,9,11,13,15,17,19-Nonaoxo-henicosanoyl-[acp]",,43,55
C12348,"3,5,7,9,11,13,15-Heptaoxo-hexadecanoyl-[acp]",,43,55
C15998,L-Methionine (R)-S-oxide,,43,55
C05403,3-Ketolactose,,43,55
C18337,"9,14-Decaketide intermediate 1",,43,55
C01209,Malonyl-[acyl-carrier protein],,43,55
C05731,3-Ketosucrose,,43,55
C11993,10-Deoxymethynolide,,44,56
C18049,N-Acyl-L-homoserine lactone,,44,56
C02657,6-Methylsalicylate,,44,56
C04713,N6-(delta2-Isopentenyl)-adenosine 5'-monophosphate,,44,56
C02569,Neryl diphosphate,,44,56
C21344,2-Methoxyorsellinate-[acp],,44,56
C20417,"2,4-Dihydroxy-6-pentylbenzoate",,44,56
C03240,6-Deoxyerythronolide B,,44,56
C01255,N-(6-Aminohexanoyl)-6-aminohexanoate,,44,56
C22370,(4S)-4-Methyl-3-oxohexanoyl-[acyl-carrier-protein],,44,56
C09823,Cyclohexane-1-carboxyl-CoA,,44,56
C22163,Roquefortine D,,44,56
C16521,Isoprene,,44,56
Z00005,Biotin,,44,56
C00032,Heme,,44,56
C16424,Isopentenyladenosine-5'-triphosphate,,44,56
C00693,"trans-2,3-Dehydroacyl-[acyl-carrier protein]",,44,56
C09816,Benzylsuccinate,,44,56
C01198,3-(2-Hydroxyphenyl)propanoate,,44,56
C04773,3-Hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylate,,44,56
C09654,(+)-Tetrandrine,,44,56
C05394,3-Keto-beta-D-galactose,,44,56
C12442,C-9 Reduced nonaketamide,,44,56
C16416,Desmethylxanthohumol,,44,56
C18023,Sophoraflavanone B,,44,56
C17401,Cobalt-factor III,,44,56
C11457,3-(3-Hydroxyphenyl)propanoic acid,,44,56
C05754,trans-Dec-2-enoyl-[acp],,44,56
C16593,7-Mercaptoheptanoic acid,,44,56
C00174,Acid,,44,56
C21507,19-(4-Hydroxyphenyl)nonadecanoyl-[acp],,44,56
C21784,Nerylneryl diphosphate,,44,56
C06518,(S)-Nororientaline,,44,56
C11453,"2-C-Methyl-D-erythritol 2,4-cyclodiphosphate",,44,56
C06052,5-Pyridoxolactone,,44,56
Z00025,Heme,,44,56
C21835,"12,18-Didecarboxysiroheme",,44,56
C19846,Pimeloyl-[acyl-carrier protein] methyl ester,,44,56
C22165,Roquefortine C,,44,56
C16468,"(2E)-5-Methylhexa-2,4-dienoyl-CoA",,44,56
C20636,Deoxybrevianamide E,,44,56
C01147,2-Hydroxycyclohexan-1-one,,44,56
C19760,"(2Z,6Z)-Farnesyl diphosphate",,44,56
C00341,Geranyl diphosphate,,44,56
C22369,4-Methyl-3-oxopentanoyl-[acyl-carrier-protein],,44,56
C05266,(S)-3-Hydroxyoctanoyl-CoA,,44,56
C11997,Narbonolide,,44,56
C03516,Magnesium protoporphyrin,,44,56
C00685,3-Oxoacyl-[acyl-carrier protein],,44,56
C05202,3'-Hydroxy-N-methyl-(S)-coclaurine,,44,56
C18333,"7,9,12-Decaketide intermediate 4",,44,56
C21430,Malonamoyl-[acyl-carrier protein],,44,56
C19848,Adenylated molybdopterin,,44,56
C18052,Lavandulyl diphosphate,,44,56
C06520,(S)-Norreticuline,,44,56
C06593,epsilon-Caprolactam,,44,56
Z00057,prenFMN,,44,56
C20512,Tryprostatin B,,44,56
C02457,"Propane-1,3-diol",,44,56
C05759,3-Oxotetradecanoyl-[acp],,44,56
C00120,Biotin,,44,56
C18330,"7,9,12-Decaketide intermediate 1",,44,56
C12456,3-Dimethylallyl-4-hydroxyphenylpyruvate,,44,56
C05847,all-trans-Polyprenyl diphosphate,,44,56
C04226,"6-Oxo-1,4,5,6-tetrahydronicotinate",,44,56
C21506,17-(4-Hydroxyphenyl)heptadecanoyl-[acp],,44,56
C02916,(S)-Norlaudanosoline,,44,56
C18051,Chrysanthemyl diphosphate,,44,56
C04290,4-(3-Methylbut-2-enyl)-L-tryptophan,,44,56
C16426,Isopentenyladenosine-5'-diphosphate,,44,56
C19767,7-(3-Methylbut-2-enyl)-L-tryptophan,,44,56
C21511,"Nickel-sirohydrochlorin a,c-diamide",,44,56
C22368,5-Methyl-3-oxohexanoyl-[acyl-carrier-protein],,44,56
C17745,"1-(3,4-Dihydroxyphenyl)-1-decene-3,5-dione",,44,56
C20983,4-O-Dimethylallyl-L-tyrosine,,44,56
C17219,3-(4'-Methylthio)butylmalic acid,,44,56
C19673,Malonyl-[acp] methyl ester,,44,56
C05744,Acetoacetyl-[acp],,44,56
C18327,"7,9,12-Octaketide intermediate 1",,44,56
C18007,4-Aminobutyryl-[acp],,44,56
C05783,Cytochrome a,,45,57
C06021,Co(I) corrinoid protein,,45,57
C21702,beta-Thujene,,45,57
C20378,Enoylpimeloyl-[acp] methyl ester,,45,57
C06305,(-)-Camphene,,45,57
C09844,"1,8-Cineole",,45,57
C07083,Styrene,,45,57
C15804,p-Hydroxyphenyl lignin,,45,57
C01108,"1,2,3-Trihydroxybenzene",,45,57
C19736,(+)-alpha-Santalene,,45,57
C01467,3-Cresol,,45,57
C01894,Biotinyl-CoA,,45,57
C01772,trans-2-Hydroxycinnamate,,45,57
C11389,(+)-Linalool,,45,57
C01070,Ferricytochrome c-553,,45,57
C11994,10-Deoxymethymycin,,45,57
Z00010,Cytochrome,,45,57
C16417,Xanthohumol,,45,57
C06099,(R)-Limonene,,45,57
C21603,Anaerobilin,,45,57
C00924,Ferrocytochrome,,45,57
C04536,Magnesium protoporphyrin monomethyl ester,,45,57
C00521,(S)-Limonene,,45,57
C00996,Ferricytochrome b5,,45,57
C21284,Fe-coproporphyrin III,,45,57
C21446,17-(4-Hydroxyphenyl)heptadecanoate,,45,57
C03161,[Oxidized NADPH---hemoprotein reductase],,45,57
C01893,Biotin amide,,45,57
C21512,"15,17(3)-Seco-F430-17(3)-acid",,45,57
C03024,[Reduced NADPH---hemoprotein reductase],,45,57
C15806,Syringyl lignin,,45,57
C12313,"cis-1,2-Cyclohexanediol",,45,57
C09822,Cyclohexane-1-carboxylate,,45,57
C16427,Isopentenyl adenosine,,45,57
C18008,4-(gamma-L-Glutamylamino)butanoyl-[acp],,45,57
C09902,(R)-(+)-alpha-Terpineol,,45,57
C18131,Geranyl-hydroxybenzoate,,45,57
C20386,Biotin sulfoxide,,45,57
C19847,Demethylmenaquinol,,45,57
C05785,Peroxidase,,45,57
C17220,2-Oxo-7-methylthioheptanoic acid,,45,57
C16594,7-Mercaptoheptanoylthreonine,,45,57
C22204,Isophthalyl-CoA,,45,57
C18334,"7,9,12-Decaketide intermediate 5",,45,57
C20486,7-Epizingiberene,,45,57
C21445,17-(4-Hydroxyphenyl)heptadecanoyl adenylate,,45,57
C20244,(+)-beta-Pinene,,45,57
C19818,beta-Phellandrene,,45,57
C16470,5-Methylhex-4-enoyl-CoA,,45,57
C01271,(3R)-3-Hydroxyacyl-[acyl-carrier protein],,45,57
C06074,Myrcene,,45,57
C18331,"7,9,12-Decaketide intermediate 2",,45,57
C21630,(S)-Norlaudanine,,45,57
C11388,(-)-Linalool,,45,57
C20406,Cannabigerolate,,45,57
C05627,4-Hydroxystyrene,,45,57
C06304,(+)-Camphene,,45,57
C09871,Nerol,,45,57
C09898,alpha-Terpinene,,45,57
C01010,Urea-1-carboxylate,,45,57
C17883,4-Vinylguaiacol,,45,57
C22173,Harderoheme III,,45,57
C11540,Cobalt-precorrin 4,,45,57
C04618,(3R)-3-Hydroxybutanoyl-[acyl-carrier protein],,45,57
C16826,"2-cis,6-trans-Farnesyl diphosphate",,45,57
C19737,(+)-endo-beta-Bergamotene,,45,57
C21203,Geranyl phosphate,,45,57
C18233,Ferricytochrome cL,,45,57
C01071,Ferrocytochrome c-553,,45,57
C04043,"3,4-Dihydroxyphenylacetaldehyde",,45,57
C21448,19-(4-Hydroxyphenyl)nonadecanoate,,45,57
C15807,5-Hydroxy-guaiacyl lignin,,45,57
C04688,(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein],,45,57
C03190,(+)-Bornyl diphosphate,,45,57
C20241,Tricyclene,,45,57
C06075,Terpinolene,,45,57
C11382,(+)-3-Carene,,45,57
C06307,(-)-beta-Pinene,,45,57
C09839,Car-3-ene,,45,57
C00125,Ferricytochrome c,,45,57
C20410,4-Dimethylallyl-L-abrine,,45,57
C20230,(+)-Sabinene,,45,57
C20372,3-Ketoglutaryl-[acp] methyl ester,,45,57
C22338,Dihydro-heme d1,,45,57
C21447,19-(4-Hydroxyphenyl)nonadecanoyl adenylate,,45,57
C00999,Ferrocytochrome b5,,45,57
C00027,Hydrogen peroxide,,45,57
C06306,(+)-alpha-Pinene,,45,57
C20988,[N-(6-Aminohexanoyl)]n,,45,57
C03739,"trans-1,2-Cyclohexanediol",,45,57
Z00031,Molybdopterin,,45,57
C18061,N-Acyl-L-homoserine,,45,57
C06308,(-)-alpha-Pinene,,45,57
C11393,(-)-alpha-Terpineol,,45,57
C04145,all-trans-Nonaprenyl diphosphate,,45,57
C18234,Ferrocytochrome cL,,45,57
C20664,(-)-Bornyl diphosphate,,45,57
C05276,trans-Oct-2-enoyl-CoA,,45,57
C05848,4-Hydroxy-3-polyprenylbenzoate,,45,57
C21312,6-Methylsalicylyl-CoA,,45,57
C20235,(E)-2-Methylgeranyl diphosphate,,45,57
C16159,2-Formylglutarate,,45,57
C00448,"trans,trans-Farnesyl diphosphate",,45,57
C09873,(E)-beta-Ocimene,,45,57
C20242,(-)-Sabinene,,45,57
C19735,(-)-endo-alpha-Bergamotene,,45,57
Z00059,Tungstopterin,,45,57
C06224,"3,4-Dihydroxystyrene",,45,57
C11998,Narbomycin,,45,57
C02105,(S)-Reticuline,,45,57
C01500,Geraniol,,45,57
C05552,Biocytin,,45,57
C04619,(3R)-3-Hydroxydecanoyl-[acyl-carrier protein],,45,57
C00126,Ferrocytochrome c,,45,57
C02462,Sabinene hydrate,,45,57
C05784,Catalase,,45,57
C18328,"7,9,12-Octaketide intermediate 2",,45,57
C09900,gamma-Terpinene,,45,57
C04180,cis-Dec-3-enoyl-[acp],,45,57
C06076,Camphene,,45,57
C02344,(-)-endo-Fenchol,,45,57
C18237,Molybdoenzyme molybdenum cofactor,,45,57
C18245,8-epi-Cedrol,,46,58
C05753,3-Oxodecanoyl-[acp],,46,58
C09639,alpha-Copaene,,46,58
C21631,(S)-Tetrahydropapaverine,,46,58
C18321,"trans,octacis-Decaprenyl diphosphate",,46,58
C00751,Squalene,,46,58
C22302,(+)-6-Hydroxypinoresinol,,46,58
C09629,beta-Caryophyllene,,46,58
C21679,(-)-alpha-Amorphene,,46,58
C00088,Nitrite,,46,58
C16075,(Z)-Phenylacetaldehyde oxime,,46,58
C19754,"cis-Muurola-4(14),5-diene",,46,58
C20937,Nitroxyl,,46,58
C21686,"(+)-(1E,4E,6S,7R)-Germacra-1(10),4-dien-6-ol",,46,58
C20121,"trans,trans-Farnesyl phosphate",,46,58
C05770,Coproporphyrin III,,46,58
C04628,Coenzyme B,,46,58
C19748,(E)-gamma-Bisabolene,,46,58
