,cid,formula,name,num_rgroup,electrons,reduction,water_amt,water_per_c
713,C00800,C6H12O7,L-Gulonate; L-Gulonic acid; Gulonate; Gulonic acid,0,104.0,1.8333333333333333,5.0,0.8333333333333334
716,C00803,C5H10O2,Pentanoate; Valerate; Pentanoic acid; Valeric acid; Valerianic acid; n-Pentanoate; n-Valeric acid,0,56.0,2.6,8.0,1.6
717,C00804,C3H2O2,Propynoate; Propiolic acid; Acetylenecarboxylic acid; Acetylenemonocarboxylate,0,36.0,1.6666666666666667,4.0,1.3333333333333333
718,C00805,C7H6O3,Salicylate; o-Hydroxybenzoic acid; Salicylic acid,0,72.0,2.0,11.0,1.5714285714285714
721,C00808,C10H16O,(+)-Camphor; d-Camphor,0,84.0,2.7,19.0,1.9
722,C00809,C10H16O,(-)-Camphor,0,84.0,2.7,19.0,1.9
723,C00810,C4H8O2,(R)-Acetoin; (R)-2-Acetoin; (R)-3-Hydroxy-2-butanone; (R)-Dimethylketol; (R)-3-Hydroxybutan-2-one,0,48.0,2.5,6.0,1.5
724,C00811,C9H8O3,4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate,0,86.0,2.111111111111111,15.0,1.6666666666666667
727,C00814,C16H12O5,Biochanin A,0,148.0,2.0625,27.0,1.6875
728,C00815,C5H8O5,Citramalate; Citramalic acid; alpha-Hydroxypyrotartaric acid; 2-Methylmalic acid,0,78.0,1.8,5.0,1.0
730,C00817,C6H12O7,D-Altronate,0,104.0,1.8333333333333333,5.0,0.8333333333333334
731,C00818,C6H10O8,D-Glucarate; D-Glucaric acid; L-Gularic acid; D-Saccharic acid; D-Glucosaccharic acid; Glucaric acid; Glucarate,0,110.0,1.5,4.0,0.6666666666666666
736,C00823,C16H34O,1-Hexadecanol; Hexadecanol; Cetyl alcohol; Palmityl alcohol; 16-Hexadecanol,0,138.0,3.0,31.0,1.9375
743,C00830,C3H2O5,Oxomalonate; Oxomalonic acid; Ketomalonic acid; Mesoxalic acid,0,60.0,0.6666666666666666,1.0,0.3333333333333333
751,C00841,C11H6O4,Xanthotoxol; 8-Hydroxypsoralen; 8-Hydroxyfuranocoumarin,0,104.0,1.9090909090909092,18.0,1.6363636363636365
753,C00843,C10H18O,(-)-Menthone; l-Menthone; p-Menthan-3-one,0,86.0,2.8,19.0,1.9
756,C00846,C6H8O5,3-Oxoadipate; 3-Oxoadipic acid; 3-Keto-adipate,0,84.0,1.8333333333333333,7.0,1.1666666666666667
758,C00848,C10H16O2,"6-Oxocineole; (1R,4S)-1,3,3-Trimethyl-2-oxabicyclo[2.2.2]octan-6-one; 2-Oxo-1,8-cineole",0,92.0,2.6,18.0,1.8
759,C00849,C4H8O2,Ethyl acetate,0,48.0,2.5,6.0,1.5
761,C00852,C16H18O9,Chlorogenate; Chlorogenic acid; Caffeoyl quinic acid; trans-5-O-Caffeoyl-D-quinate,0,186.0,2.0,23.0,1.4375
763,C00854,C6H12O,Cyclohexanol; Hexalin; Hexahydrophenol; Cyclohexan-1-ol,0,56.0,2.8333333333333335,11.0,1.8333333333333333
767,C00858,C16H12O4,Formononetin,0,140.0,2.125,28.0,1.75
768,C00859,C19H24O6,Gibberellin A1; Gibberellin 1,0,186.0,2.3157894736842106,32.0,1.6842105263157894
770,C00861,C6H12O5,L-Rhamnulose; 6-Deoxy-L-fructose,0,88.0,2.1666666666666665,7.0,1.1666666666666667
776,C00869,C18H34O3,2-Oxooctadecanoic acid; 2-Oxostearate,0,166.0,2.7777777777777777,33.0,1.8333333333333333
784,C00878,C5H10O6,D-Arabinonate; D-Arabinonic acid,0,88.0,1.8,4.0,0.8
785,C00879,C6H10O8,D-Galactarate; D-Mucic acid; D-Galactaric acid; Galactaric acid; Galactarate; Mucic acid,0,110.0,1.5,4.0,0.6666666666666666
786,C00880,C6H12O7,D-Galactonate; D-Galactonic acid,0,104.0,1.8333333333333333,5.0,0.8333333333333334
789,C00883,C18H32O16,Galactomannan; Galactomannoglycan,0,268.0,2.0,20.0,1.1111111111111112
791,C00885,C10H10O6,Isochorismate; Isochorismic acid,0,118.0,1.9,14.0,1.4
796,C00891,C21H34O,Pregnan-21-al,0,168.0,2.761904761904762,41.0,1.9523809523809523
797,C00892,C21H36O,Pregnan-21-ol; 5-beta-Pregnan-21-ol,0,170.0,2.8095238095238093,41.0,1.9523809523809523
802,C00897,C12H22O11,alpha-Maltose; alpha-Malt sugar,0,182.0,2.0,13.0,1.0833333333333333
803,C00898,C4H6O6,"(R,R)-Tartaric acid; (R,R)-Tartrate; L-Tartaric acid; Tartaric acid; Tartrate; 2,3-Dihydroxybutanedioic acid; (2R,3R)-Tartaric acid; (+)-Tartaric acid",0,78.0,1.25,2.0,0.5
804,C00899,C20H30O,11-cis-Retinol,0,158.0,2.7,39.0,1.95
805,C00900,C5H8O4,2-Acetolactate,0,70.0,2.0,6.0,1.2
806,C00902,C6H10O3,2-Oxohexanoic acid; 2-Oxohexanoate; alpha-Ketocaproic acid,0,70.0,2.3333333333333335,9.0,1.5
807,C00903,C9H8O,Cinnamaldehyde,0,70.0,2.3333333333333335,17.0,1.8888888888888888
809,C00905,C6H10O7,D-Fructuronate; D-Fructuronic acid,0,102.0,1.6666666666666667,5.0,0.8333333333333334
812,C00909,C20H30O3,"Leukotriene A4; LTA4; (7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyeicosa-7,9,11,14-tetraenoic acid; (7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyeicosa-7,9,11,14-tetraenoate; (7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyicosa-7,9,11,14-tetraenoate; (5S,6S,7E,9E,11Z,14Z)-5,6-Epoxyicosa-7,9,11,14-tetraenoate",0,174.0,2.6,37.0,1.85
823,C00922,C6H8O4,"2,3-Dimethylmaleate; Dimethylmaleic acid",0,76.0,2.0,8.0,1.3333333333333333
835,C00936,C6H12O6,alpha-D-Mannose,0,,2.0,6.0,1.0
836,C00937,C3H6O2,(R)-Lactaldehyde; D-Lactaldehyde; D-2-Hydroxypropionaldehyde,0,40.0,2.3333333333333335,4.0,1.3333333333333333
843,C00944,C7H10O6,3-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinate; 5-Dehydroquinic acid,0,100.0,1.8571428571428572,8.0,1.1428571428571428
847,C00951,C18H24O2,Estradiol-17beta; Estradiol; beta-Estradiol,0,148.0,2.5555555555555554,34.0,1.8888888888888888
854,C00959,C20H32O4,Prostaglandin B1; PGB1,0,184.0,2.6,36.0,1.8
856,C00961,C18H12O6,Sterigmatocystin,0,168.0,2.0,30.0,1.6666666666666667
857,C00962,C6H12O6,beta-D-Galactose,0,,2.0,6.0,1.0
859,C00964,C10H16O,(-)-trans-Carveol,0,84.0,2.7,19.0,1.9
861,C00966,C6H10O4,2-Dehydropantoate,0,78.0,2.1666666666666665,8.0,1.3333333333333333
863,C00969,C3H6O2,3-Hydroxypropanal,0,40.0,2.3333333333333335,4.0,1.3333333333333333
867,C00974,C15H12O6,Dihydrokaempferol; Aromadendrin; (+)-Dihydrokaempferol; (+)-Aromadendrin,0,150.0,2.0,24.0,1.6
868,C00975,C4H4O6,Dihydroxyfumarate; Dihydroxyfumaric acid,0,76.0,1.0,2.0,0.5
875,C00984,C6H12O6,alpha-D-Galactose,0,,2.0,6.0,1.0
879,C00989,C4H8O3,4-Hydroxybutanoic acid; 4-Hydroxybutanoate; 4-Hydroxybutyric acid,0,56.0,2.25,5.0,1.25
884,C00994,C13H14O8,D-Prephenyllactate,0,156.0,1.9230769230769231,18.0,1.3846153846153846
901,C01012,C6H10O3,"(R)-Pantolactone; (R)-Pantoyl lactone; (3R)-Dihydro-3-hydroxy-4,4-dimethyl-2(3H)-furanone",0,70.0,2.3333333333333335,9.0,1.5
902,C01013,C3H6O3,3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid,0,48.0,2.0,3.0,1.0
903,C01014,C9H12O2,3-Isopropylcatechol,0,82.0,2.4444444444444446,16.0,1.7777777777777777
907,C01018,C6H12O5,6-Deoxy-D-galactose; D-Fucose,0,88.0,2.1666666666666665,7.0,1.1666666666666667
908,C01019,C6H12O5,6-Deoxy-L-galactose; L-Fucose,0,88.0,2.1666666666666665,7.0,1.1666666666666667
921,C01034,C19H28O,3-Oxo-delta5-steroid,0,150.0,2.6842105263157894,37.0,1.9473684210526316
923,C01036,C8H8O6,4-Maleylacetoacetate; 4-Maleylacetoacetic acid,0,104.0,1.75,10.0,1.25
925,C01040,C6H10O6,"L-Gulono-1,4-lactone; L-Gulono-gamma-lactone; gamma-Gulonolactone; L-Gulonic acid gamma-lactone; L-Gulonolactone",0,94.0,1.8333333333333333,6.0,1.0
926,C01041,C6H7O6,Monodehydroascorbate; Monodehydroascorbate radical; Ascorbate radical; Semidehydroascorbic acid,0,91.0,1.5833333333333333,6.0,1.0
936,C01053,C6H10O4,(R)-4-Dehydropantoate,0,78.0,2.1666666666666665,8.0,1.3333333333333333
937,C01054,C30H50O,"(S)-2,3-Epoxysqualene; Squalene 2,3-epoxide; Squalene 2,3-oxide; (S)-Squalene-2,3-epoxide; 2,3-Oxidosqualene; (3S)-2,3-Epoxy-2,3-dihydrosqualene",0,238.0,2.8,59.0,1.9666666666666666
942,C01061,C8H8O6,4-Fumarylacetoacetate; 4-Fumarylacetoacetic acid; Fumarylacetoacetate,0,104.0,1.75,10.0,1.25
943,C01062,C6H10O7,5-Dehydro-D-gluconate; 5-Dehydrogluconate,0,102.0,1.6666666666666667,5.0,0.8333333333333334
946,C01066,C6H8O2,"Cyclohexane-1,3-dione; 1,3-Cyclohexanedione; Dihydroresorcinol",0,60.0,2.3333333333333335,10.0,1.6666666666666667
961,C01083,C12H22O11,"alpha,alpha-Trehalose; alpha,alpha'-Trehalose; Trehalose",0,182.0,2.0,13.0,1.0833333333333333
963,C01087,C5H8O5,(R)-2-Hydroxyglutarate; (R)-Hydroxyglutarate,0,78.0,1.8,5.0,1.0
964,C01088,C6H10O5,"(R)-3,3-Dimethylmalate",0,86.0,2.0,7.0,1.1666666666666667
965,C01089,C4H8O3,(R)-3-Hydroxybutanoate; (R)-3-Hydroxybutanoic acid; (R)-3-Hydroxybutyric acid; D-beta-Hydroxybutyric acid,0,56.0,2.25,5.0,1.25
966,C01090,C19H32O2,16alpha-Hydroxysteroid,0,162.0,2.736842105263158,36.0,1.894736842105263
969,C01093,C12H20O11,"Cellobiono-1,5-lactone; Cellobiose-1,5-lactone; Cellobionolactone",0,180.0,1.9166666666666667,13.0,1.0833333333333333
981,C01108,C6H6O3,"1,2,3-Trihydroxybenzene; Pyrogallol; Pyrogallic acid; 1,2,3-Benzenetriol",0,66.0,2.0,9.0,1.5
987,C01114,C5H8O5,"L-Arabinono-1,4-lactone; L-Arabonolactone",0,78.0,1.8,5.0,1.0
988,C01115,C6H10O6,"L-Galactono-1,4-lactone",0,94.0,1.8333333333333333,6.0,1.0
995,C01123,C10H16O,(-)-trans-Isopiperitenol,0,84.0,2.7,19.0,1.9
996,C01124,C21H30O5,18-Hydroxycorticosterone,0,196.0,2.4761904761904763,37.0,1.7619047619047619
997,C01125,C6H8O3,"Dihydro-4,4-dimethyl-2,3-furandione; 2-Dehydropantoyl lactone; 2-Dehydropantolactone",0,68.0,2.1666666666666665,9.0,1.5
998,C01126,C15H26O,"(2E,6E)-Farnesol; 2-trans,6-trans-Farnesol; trans-Farnesol",0,124.0,2.8,29.0,1.9333333333333333
999,C01127,C5H6O6,4-Hydroxy-2-oxoglutarate; 4-Hydroxy-2-oxoglutaric acid,0,84.0,1.4,4.0,0.8
1014,C01146,C3H4O4,2-Hydroxy-3-oxopropanoate; Tartronate semialdehyde,0,54.0,1.3333333333333333,2.0,0.6666666666666666
1015,C01147,C6H10O2,2-Hydroxycyclohexan-1-one; 2-Hydroxycyclohexanone; Adipoin,0,62.0,2.5,10.0,1.6666666666666667
1023,C01158,C13H16O10,1-O-Galloyl-beta-D-glucose; 1-Galloyl-beta-glucose; beta-Glucogallin; 1-Galloyl-beta-D-glucose,0,174.0,1.8461538461538463,16.0,1.2307692307692308
1025,C01161,C8H8O4,"3,4-Dihydroxyphenylacetate; 3,4-Dihydroxyphenylacetic acid; Homoprotocatechuate",0,88.0,2.0,12.0,1.5
1027,C01163,C7H6O6,"3-Carboxy-cis,cis-muconate; beta-Carboxy-cis,cis-muconate; cis,cis-Butadiene-1,2,4-tricarboxylate",0,96.0,1.5714285714285714,8.0,1.1428571428571428
1028,C01164,C27H44O,"7-Dehydrocholesterol; Provitamin D3; Cholesta-5,7-dien-3beta-ol",0,214.0,2.7777777777777777,53.0,1.962962962962963
1037,C01173,C10H8O3,"1,3,8-Naphthalenertriol; 1,3,8-Trihydroxynaphthalene",0,92.0,2.1,17.0,1.7
1038,C01175,C17H22O10,1-O-Sinapoyl-beta-D-glucose; 1-O-Sinapoyl beta-D-glucoside,0,204.0,2.0588235294117645,24.0,1.411764705882353
1039,C01176,C21H30O3,"17alpha-Hydroxyprogesterone; 17alpha-Hydroxy-4-pregnene-3,20-dione; Pregn-4-ene-3,20-dione-17-ol; 17alpha-Hydroxy-progesterone",0,180.0,2.5714285714285716,39.0,1.8571428571428572
1041,C01179,C9H8O4,3-(4-Hydroxyphenyl)pyruvate; 4-Hydroxyphenylpyruvate; p-Hydroxyphenylpyruvic acid,0,94.0,2.0,14.0,1.5555555555555556
1048,C01187,C8H14O8,3-Deoxy-D-manno-octulosonate; KDO; 2-Dehydro-3-deoxy-D-octonate; 3-Deoxy-D-manno-2-octulosonate; 3-Deoxyoctulosonic acid,0,126.0,1.875,8.0,1.0
1049,C01188,C4H8O3,3-Hydroxy-2-methylpropanoate; 3-Hydroxyisobutyrate; 3-Hydroxyisobutyric acid,0,56.0,2.25,5.0,1.25
1050,C01189,C27H46O,Lathosterol; 5alpha-Cholest-7-en-3beta-ol,0,216.0,2.814814814814815,53.0,1.962962962962963
1056,C01197,C9H8O4,"Caffeate; Caffeic acid; 3,4-Dihydroxy-trans-cinnamate; trans-Caffeate",0,94.0,2.0,14.0,1.5555555555555556
1057,C01198,C9H10O3,3-(2-Hydroxyphenyl)propanoate; 2-Hydroxyphenylpropanoate; 3-(2-Hydroxyphenyl)propionic acid; Melilotate; 3-(2-Hydroxyphenyl)propionate,0,88.0,2.2222222222222223,15.0,1.6666666666666667
1064,C01207,C9H10O5,"3-(3,4-Dihydroxyphenyl)lactate; 3,4-Dihydroxyphenyllactic acid",0,104.0,2.0,13.0,1.4444444444444444
1072,C01216,C6H10O6,2-Dehydro-3-deoxy-D-galactonate,0,94.0,1.8333333333333333,6.0,1.0
1081,C01226,C18H28O3,"12-OPDA; (15Z)-12-Oxophyto-10,15-dienoate; (15Z)-12-Oxophyto-10,15-dienoic acid; 9(S),13(S)-12-Oxo-PDA; 12-Oxo-10,15(Z)-phytodienoic acid",0,160.0,2.611111111111111,33.0,1.8333333333333333
1082,C01227,C19H28O2,Dehydroepiandrosterone; 3beta-Hydroxyandrost-5-en-17-one; Dehydroisoandrosterone; DHA; DHEA,0,158.0,2.6315789473684212,36.0,1.894736842105263
1089,C01235,C12H22O11,alpha-D-Galactosyl-(1->3)-1D-myo-inositol; O-alpha-D-Galactosyl-(1->3)-1D-myo-inositol; 3-O-alpha-D-Galactosyl-1D-myo-inositol; 1-alpha-D-Galactosyl-myo-inositol; Galactinol,0,182.0,2.0,13.0,1.0833333333333333
1102,C01251,C7H10O7,"(R)-2-Hydroxybutane-1,2,4-tricarboxylate; Homocitrate; Homocitric acid; 3-Hydroxy-3-carboxyadipic acid; (R)-2-Hydroxy-1,2,4-butanetricarboxylic acid",0,108.0,1.7142857142857142,7.0,1.0
1111,C01263,C15H12O5,"3,6,9-Trihydroxypterocarpan; (6aS,11aS)-3,6a,9-Trihydroxypterocarpan; (-)-Glycinol",0,142.0,2.066666666666667,25.0,1.6666666666666667
1113,C01265,C17H14O7,"3,7-Di-O-methylquercetin; 3',4',5-Trihydroxy-3,7-dimethoxyflavone",0,172.0,2.0,27.0,1.588235294117647
1121,C01273,C12H10O4,"2-Hydroxy-6-oxo-6-phenylhexa-2,4-dienoate; 2,6-Dioxo-6-phenylhexa-3-enoate",0,114.0,2.0833333333333335,20.0,1.6666666666666667
1123,C01275,C11H8O5,(3E)-4-(2-Carboxyphenyl)-2-oxobut-3-enoate; trans-2'-Carboxybenzalpyruvate,0,114.0,1.9090909090909092,17.0,1.5454545454545454
1125,C01278,C7H6O6,"2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate; 5-Carboxy-2,5-dihydro-2-oxofuran-5-acetate; 4-Carboxymuconolactone; gamma-Carboxymuconolactone",0,96.0,1.5714285714285714,8.0,1.1428571428571428
1138,C01292,C24H38O5,"3alpha,7alpha-Dihydroxy-12-oxo-5beta-cholanate",0,222.0,2.5833333333333335,43.0,1.7916666666666667
1141,C01295,C7H12O6,"2D-5-O-Methyl-2,3,5/4,6-pentahydroxycyclohexanone; 5D-5-O-Methyl-2,3,5/4,6-pentahydroxycyclohexanone; D-5-O-Methyl-2,3,5/4,6-pentahydroxycyclohexanone",0,102.0,2.0,8.0,1.1428571428571428
1146,C01301,C27H46O4,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al",0,240.0,2.7037037037037037,50.0,1.8518518518518519
1153,C01312,C20H32O5,"Prostaglandin I2; (5Z,13E)-(15S)-6,9alpha-Epoxy-11alpha,15-dihydroxyprosta-5,13-dienoate; Prostacyclin; PGI2; Epoprostenol",0,192.0,2.55,35.0,1.75
1179,C01349,C21H26O3,AA861; Docebenone,0,176.0,2.4761904761904763,39.0,1.8571428571428572
1181,C01353,H2CO3,Carbonic acid; Dihydrogen carbonate; H2CO3,0,32.0,0.0,-1.0,-1.0
1194,C01378,C15H12O6,"Fustin; 2,3-Dihydrofisetin",0,150.0,2.0,24.0,1.6
1195,C01380,C2H6O2,"Ethylene glycol; 1,2-Ethanediol; Ethane-1,2-diol",0,34.0,2.5,2.0,1.0
1197,C01384,C4H4O4,Maleic acid; Maleate; cis-Butenedioic acid,0,60.0,1.5,4.0,1.0
1200,C01389,C20H40O,Phytol,0,168.0,2.95,39.0,1.95
1201,C01390,C5H10O,Prenol; Prenyl alcohol; 3-Methyl-2-buten-1-ol,0,48.0,2.8,9.0,1.8
1203,C01394,C5H10O5,Xylose,0,,2.0,5.0,1.0
1209,C01403,C7H8O,Anisole; Methoxybenzene; Methyl phenyl ether; Phenol methyl ether,0,58.0,2.4285714285714284,13.0,1.8571428571428572
1211,C01405,C9H8O4,Aspirin; Acetylsalicylic acid; 2-Acetoxybenzenecarboxylic acid; Acetylsalicylate,0,94.0,2.0,14.0,1.5555555555555556
1213,C01408,C14H12O2,"Benzoin; 2-Hydroxy-1,2-diphenylethanone; Benzoin tincture",0,112.0,2.2857142857142856,26.0,1.8571428571428572
1215,C01411,C10H18O,Borneol,0,86.0,2.8,19.0,1.9
1216,C01412,C4H8O,Butanal; Butyraldehyde,0,40.0,2.75,7.0,1.75
1224,C01421,C15H16O9,Daphnin,0,178.0,1.9333333333333333,21.0,1.4
1225,C01424,C7H6O5,"Gallate; Gallic acid; 3,4,5-Trihydroxybenzoic acid; 3,4,5-Trihydroxybenzoate; Pyrogallol-5-carboxylic acid",0,88.0,1.7142857142857142,9.0,1.2857142857142858
1227,C01432,C3H6O3,Lactate; Lactic acid; 2-Hydroxypropanoic acid; 2-Hydroxypropionic acid,0,48.0,2.0,3.0,1.0
1228,C01433,C17H26O10,Loganin,0,208.0,2.176470588235294,24.0,1.411764705882353
1231,C01443,C29H44O12,Ouabain; G-Strophanthin,0,314.0,2.3448275862068964,46.0,1.5862068965517242
1234,C01448,C16H12O5,Questin,0,148.0,2.0625,27.0,1.6875
1237,C01451,C13H18O7,Salicin; Salicoside,0,152.0,2.1538461538461537,19.0,1.4615384615384615
1238,C01452,C6H12O6,Sorbose; xylo-Hexulose,0,96.0,2.0,6.0,1.0
1240,C01454,C8H8O2,Toluate; p-Toluate; p-Toluic acid; 4-Methylbenzoic acid; Toluenecarboxylic acid; Crithminic acid,0,72.0,2.25,14.0,1.75
1242,C01456,C9H10O3,Tropate; Tropic acid; alpha-(Hydroxymethyl)phenylacetic acid,0,88.0,2.2222222222222223,15.0,1.6666666666666667
1245,C01460,C21H20O10,Vitexin; Apigenin 8-C-glucoside,0,226.0,2.0,32.0,1.5238095238095237
1246,C01464,C13H10O,Xanthan; Xanthene,0,96.0,2.3076923076923075,25.0,1.9230769230769231
1247,C01467,C7H8O,3-Cresol; m-Cresol; 3-Hydroxytoluene,0,58.0,2.4285714285714284,13.0,1.8571428571428572
1248,C01468,C7H8O,4-Cresol; p-Cresol; 4-Hydroxytoluene; 4-Methylphenol,0,58.0,2.4285714285714284,13.0,1.8571428571428572
1250,C01470,C16H12O5,"Acacetin; 5,7-Dihydroxy-4'-methoxyflavone; 4'-Methoxy-5,7-dihydroxyflavone",0,148.0,2.0625,27.0,1.6875
1251,C01471,C3H4O,Acrolein; Acrylaldehyde; Acrylic aldehyde; Propenal,0,30.0,2.3333333333333335,5.0,1.6666666666666667
1252,C01474,C14H8O4,"Alizarin; Dihydroxyanthraquinone; 1,2-Dihydroxyanthraquinone; Dihydroxy-9,10-anthracenedione",0,124.0,2.0,24.0,1.7142857142857142
1253,C01477,C15H10O5,"Apigenin; 4',5,7-Trihydroxyflavone; 5,7,4'-Trihydroxyflavone",0,140.0,2.0,25.0,1.6666666666666667
1256,C01481,C9H8O4,"Caffeate; Caffeic acid; 3,4-Dihydroxycinnamic acid",0,94.0,2.0,14.0,1.5555555555555556
1257,C01484,C15H12O,"Chalcone; Benzylideneacetophenone; 1,3-Diphenyl-2-propen-1-one",0,110.0,2.3333333333333335,29.0,1.9333333333333333
1260,C01487,C6H12O6,D-Allose,0,96.0,2.0,6.0,1.0
1261,C01488,C5H10O5,D-Apiose,0,80.0,2.0,5.0,1.0
1262,C01489,C6H14O6,D-Iditol,0,98.0,2.1666666666666665,6.0,1.0
1266,C01494,C10H10O4,Ferulate; Ferulic acid; 4-Hydroxy-3-methoxycinnamic acid; 3-Methoxy-4-hydroxy-trans-cinnamate,0,102.0,2.1,16.0,1.6
1267,C01495,C15H10O3,Flavonol,0,124.0,2.1333333333333333,27.0,1.8
1270,C01499,C10H16O,Geranial; trans-Citral,0,84.0,2.7,19.0,1.9
1271,C01500,C10H18O,Geraniol,0,86.0,2.8,19.0,1.9
1273,C01502,C7H8O2,o-Methoxyphenol; Guaiacol; Catechol monomethyl ether,0,66.0,2.2857142857142856,12.0,1.7142857142857142
1274,C01504,C9H8O,"Indanone; Hydrindone; 1-Indanone; 1H-Inden-1-one, 2,3-dihydro-",0,70.0,2.3333333333333335,17.0,1.8888888888888888
1277,C01507,C6H14O6,L-Iditol,0,98.0,2.1666666666666665,6.0,1.0
1278,C01508,C5H10O5,L-Lyxose,0,80.0,2.0,5.0,1.0
1279,C01510,C5H10O5,L-Xylose; L-Xylofuranose,0,80.0,2.0,5.0,1.0
1280,C01512,C16H24O10,Loganate; Loganic acid,0,200.0,2.125,22.0,1.375
1282,C01514,C15H10O6,"Luteolin; 3',4',5,7-Tetrahydroxyflavone; 5,7,3',4'-Tetrahydroxyflavone",0,148.0,1.9333333333333333,24.0,1.6
1284,C01517,C14H14O3,Naproxen,0,122.0,2.2857142857142856,25.0,1.7857142857142858
1285,C01518,C12H22O11,Nigerose; Sakebiose; 3-O-alpha-D-Glucopyranosyl-D-glucose,0,182.0,2.0,13.0,1.0833333333333333
1290,C01527,C16H18O9,Scopolin,0,186.0,2.0,23.0,1.4375
1293,C01530,C18H36O2,Octadecanoic acid; Stearate; Stearic acid,0,160.0,2.888888888888889,34.0,1.8888888888888888
1295,C01533,C17H24O9,Syringin; Eleutheroside B,0,198.0,2.176470588235294,25.0,1.4705882352941178
1299,C01541,C19H16O4,Warfarin,0,162.0,2.210526315789474,34.0,1.7894736842105263
1300,C01542,C7H8O,o-Cresol; 2-Hydroxytoluene; o-Methylphenol,0,58.0,2.4285714285714284,13.0,1.8571428571428572
1301,C01545,C8H16O,1-Octanal; 1-Caprylaldehyde; 1-Octylaldehyde; 1-Octaldehyde,0,72.0,2.875,15.0,1.875
1302,C01546,C5H4O3,2-Furoate; 2-Furoic acid; 2-Furancarboxylic acid; Pyromucic acid,0,58.0,1.8,7.0,1.4
1311,C01557,C12H8O4,Bergapten; 5-Methoxypsoralen; O-Methylbergaptol; 5-Methoxyfuranocoumarin,0,112.0,2.0,20.0,1.6666666666666667
1312,C01558,C24H40O5,Bile salt; Bile acid,0,224.0,2.625,43.0,1.7916666666666667
1314,C01561,C27H44O2,Calcidiol; 25-Hydroxyvitamin D3; Calcifediol; Calcifediol anhydrous,0,222.0,2.740740740740741,52.0,1.9259259259259258
1315,C01562,C16H12O5,Calycosin,0,148.0,2.0625,27.0,1.6875
1320,C01569,C5H12O5,D-Apiitol; 3-(Hydroxymethyl)erythritol,0,82.0,2.2,5.0,1.0
1322,C01571,C10H20O2,Decanoic acid; Decanoate; Decylic acid; n-Capric acid,0,96.0,2.8,18.0,1.8
1323,C01572,C14H10O9,Digallate; Digallic acid,0,166.0,1.7142857142857142,19.0,1.3571428571428572
1327,C01576,C29H32O13,Etoposide; VP-16,0,310.0,2.103448275862069,45.0,1.5517241379310345
1330,C01582,C6H12O6,Galactose,0,96.0,2.0,6.0,1.0
1331,C01585,C6H12O2,Hexanoic acid; Hexanoate; Hexylic acid; n-Caproic acid,0,64.0,2.6666666666666665,10.0,1.6666666666666667
1333,C01588,C13H18O2,Ibuprofen,0,112.0,2.5384615384615383,24.0,1.8461538461538463
1335,C01590,C20H20O6,Kievitone,0,188.0,2.2,34.0,1.7
1337,C01592,C15H12O5,Licodione,0,142.0,2.066666666666667,25.0,1.6666666666666667
1338,C01593,C26H34O10,Limonoate,0,270.0,2.269230769230769,42.0,1.6153846153846154
1340,C01595,C18H32O2,"Linoleate; Linoleic acid; (9Z,12Z)-Octadecadienoic acid; 9-cis,12-cis-Octadecadienoate; 9-cis,12-cis-Octadecadienoic acid",0,156.0,2.7777777777777777,34.0,1.8888888888888888
1345,C01601,C9H18O2,Nonanoic acid; Nonanoate; Pelargonic acid,0,88.0,2.7777777777777777,16.0,1.7777777777777777
1347,C01604,C21H24O10,Phlorizin; Phlorhizin; Phloridzin,0,230.0,2.0952380952380953,32.0,1.5238095238095237
1348,C01606,C8H6O4,"Phthalate; o-Phthalic acid; 1,2-Benzenedicarboxylic acid",0,86.0,1.875,12.0,1.5
1349,C01607,C20H40O2,"Phytanate; Phytanic acid; 3,7,11,15-Tetramethylhexadecanoic acid",0,176.0,2.9,38.0,1.9
1354,C01613,C24H42O21,Stachyose,0,354.0,2.0,27.0,1.125
1358,C01617,C15H12O7,Taxifolin; Dihydroquercetin; (+)-Dihydroquercetin; (+)-Taxifolin; trans-Dihydroquercetin,0,158.0,1.9333333333333333,23.0,1.5333333333333334
1359,C01618,C19H28O4,Testolate,0,174.0,2.526315789473684,34.0,1.7894736842105263
1361,C01620,C4H8O5,"Threonate; L-Threonate; (2R,3S)-2,3,4-Trihydroxybutanoic acid",0,72.0,1.75,3.0,0.75
1364,C01624,C10H10O3,"Vermelone; 3,4-Dihydro-3,8-dihydroxy-1(2H)-naphthalenone",0,94.0,2.2,17.0,1.7
1365,C01625,C11H20O10,Vicianose; O-alpha-L-Arabinopyranosyl-(1-6)-D-glucopyranose,0,166.0,2.0,12.0,1.0909090909090908
1369,C01630,C10H18O9,Xylobiose,0,150.0,2.0,11.0,1.1
